country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
MX,Mexico,Chiapas,,,MX-CHP,,04/06/2020,-57,-26,-56,-53,-44,21
MX,Mexico,Chiapas,,,MX-CHP,,05/06/2020,-58,-26,-53,-56,-40,21
MX,Mexico,Chiapas,,,MX-CHP,,06/06/2020,-57,-24,-49,-52,-17,16
MX,Mexico,Chiapas,,,MX-CHP,,07/06/2020,-63,-30,-55,-57,-13,15
MX,Mexico,Chiapas,,,MX-CHP,,08/06/2020,-52,-21,-45,-47,-37,17
MX,Mexico,Chiapas,,,MX-CHP,,09/06/2020,-53,-24,-48,-50,-39,17
MX,Mexico,Chiapas,,,MX-CHP,,10/06/2020,-53,-24,-50,-51,-40,18
MX,Mexico,Chiapas,,,MX-CHP,,11/06/2020,-53,-22,-49,-51,-40,19
MX,Mexico,Chiapas,,,MX-CHP,,12/06/2020,-56,-23,-49,-55,-37,20
MX,Mexico,Chiapas,,,MX-CHP,,13/06/2020,-56,-21,-47,-54,-16,16
MX,Mexico,Chiapas,,,MX-CHP,,14/06/2020,-61,-27,-53,-58,-12,15
MX,Mexico,Chiapas,,,MX-CHP,,15/06/2020,-47,-12,-41,-46,-38,17
MX,Mexico,Chiapas,,,MX-CHP,,16/06/2020,-49,-15,-45,-48,-40,18
MX,Mexico,Chiapas,,,MX-CHP,,17/06/2020,-50,-17,-46,-48,-40,18
MX,Mexico,Chiapas,,,MX-CHP,,18/06/2020,-53,-24,-52,-51,-42,20
MX,Mexico,Chiapas,,,MX-CHP,,19/06/2020,-55,-22,-50,-55,-38,19
MX,Mexico,Chiapas,,,MX-CHP,,20/06/2020,-54,-18,-47,-54,-16,16
MX,Mexico,Chiapas,,,MX-CHP,,21/06/2020,-59,-26,-54,-61,-5,14
MX,Mexico,Chiapas,,,MX-CHP,,22/06/2020,-52,-23,-48,-53,-41,19
MX,Mexico,Chiapas,,,MX-CHP,,23/06/2020,-53,-25,-51,-54,-43,19
MX,Mexico,Chiapas,,,MX-CHP,,24/06/2020,-53,-24,-50,-54,-42,19
MX,Mexico,Chiapas,,,MX-CHP,,25/06/2020,-53,-23,-49,-54,-41,20
MX,Mexico,Chiapas,,,MX-CHP,,26/06/2020,-55,-24,-49,-55,-39,20
MX,Mexico,Chiapas,,,MX-CHP,,27/06/2020,-56,-25,-50,-55,-19,16
MX,Mexico,Chiapas,,,MX-CHP,,28/06/2020,-61,-30,-56,-60,-13,15
MX,Mexico,Chiapas,,,MX-CHP,,29/06/2020,-49,-20,-47,-49,-39,18
MX,Mexico,Chiapas,,,MX-CHP,,30/06/2020,-44,-12,-45,-48,-40,16
MX,Mexico,Chiapas,,,MX-CHP,,01/07/2020,-43,-11,-43,-45,-39,16
MX,Mexico,Chiapas,,,MX-CHP,,02/07/2020,-45,-15,-46,-46,-40,18
MX,Mexico,Chiapas,,,MX-CHP,,03/07/2020,-48,-17,-45,-50,-36,18
MX,Mexico,Chiapas,,,MX-CHP,,04/07/2020,-50,-18,-46,-47,-15,15
MX,Mexico,Chiapas,,,MX-CHP,,05/07/2020,-55,-25,-52,-57,-10,14
MX,Mexico,Chiapas,,,MX-CHP,,06/07/2020,-46,-16,-44,-45,-38,17
MX,Mexico,Chiapas,,,MX-CHP,,07/07/2020,-45,-16,-44,-44,-39,16
MX,Mexico,Chiapas,,,MX-CHP,,08/07/2020,-47,-18,-46,-47,-39,17
MX,Mexico,Chiapas,,,MX-CHP,,09/07/2020,-47,-19,-46,-48,-39,18
MX,Mexico,Chiapas,,,MX-CHP,,10/07/2020,-51,-22,-49,-54,-36,19
MX,Mexico,Chiapas,,,MX-CHP,,11/07/2020,-51,-20,-45,-50,-14,14
MX,Mexico,Chiapas,,,MX-CHP,,12/07/2020,-55,-25,-51,-57,-9,13
MX,Mexico,Chiapas,,,MX-CHP,,13/07/2020,-45,-17,-42,-46,-37,16
MX,Mexico,Chiapas,,,MX-CHP,,14/07/2020,-43,-14,-44,-44,-39,14
MX,Mexico,Chiapas,,,MX-CHP,,15/07/2020,-40,-9,-41,-43,-37,15
MX,Mexico,Chiapas,,,MX-CHP,,16/07/2020,-39,-9,-42,-44,-37,16
MX,Mexico,Chiapas,,,MX-CHP,,17/07/2020,-45,-13,-43,-47,-35,16
MX,Mexico,Chiapas,,,MX-CHP,,18/07/2020,-46,-15,-41,-45,-13,12
MX,Mexico,Chiapas,,,MX-CHP,,19/07/2020,-52,-23,-48,-55,-9,12
MX,Mexico,Chiapas,,,MX-CHP,,20/07/2020,-41,-15,-39,-45,-36,15
MX,Mexico,Chiapas,,,MX-CHP,,21/07/2020,-42,-16,-43,-44,-38,15
MX,Mexico,Chiapas,,,MX-CHP,,22/07/2020,-43,-18,-43,-44,-36,16
MX,Mexico,Chiapas,,,MX-CHP,,23/07/2020,-42,-16,-41,-45,-36,16
MX,Mexico,Chiapas,,,MX-CHP,,24/07/2020,-45,-17,-42,-47,-32,16
MX,Mexico,Chiapas,,,MX-CHP,,25/07/2020,-46,-19,-40,-45,-11,12
MX,Mexico,Chiapas,,,MX-CHP,,26/07/2020,-50,-23,-46,-54,-8,12
MX,Mexico,Chiapas,,,MX-CHP,,27/07/2020,-42,-18,-40,-43,-36,15
MX,Mexico,Chiapas,,,MX-CHP,,28/07/2020,-40,-14,-39,-41,-35,14
MX,Mexico,Chiapas,,,MX-CHP,,29/07/2020,-38,-15,-41,-44,-36,15
MX,Mexico,Chiapas,,,MX-CHP,,30/07/2020,-34,-11,-39,-41,-36,15
MX,Mexico,Chiapas,,,MX-CHP,,31/07/2020,-34,-8,-35,-43,-31,14
MX,Mexico,Chiapas,,,MX-CHP,,01/08/2020,-36,-10,-35,-41,-10,10
MX,Mexico,Chiapas,,,MX-CHP,,02/08/2020,-41,-16,-41,-47,-6,10
MX,Mexico,Chiapas,,,MX-CHP,,03/08/2020,-33,-11,-35,-38,-34,13
MX,Mexico,Chiapas,,,MX-CHP,,04/08/2020,-30,-9,-34,-36,-35,12
MX,Mexico,Chiapas,,,MX-CHP,,05/08/2020,-30,-12,-36,-37,-35,13
MX,Mexico,Chiapas,,,MX-CHP,,06/08/2020,-32,-15,-39,-41,-35,14
MX,Mexico,Chiapas,,,MX-CHP,,07/08/2020,-37,-18,-42,-45,-32,15
MX,Mexico,Chiapas,,,MX-CHP,,08/08/2020,-36,-16,-36,-41,-10,10
MX,Mexico,Chiapas,,,MX-CHP,,09/08/2020,-38,-20,-40,-47,-5,9
MX,Mexico,Chiapas,,,MX-CHP,,10/08/2020,-32,-15,-35,-40,-34,13
MX,Mexico,Chiapas,,,MX-CHP,,11/08/2020,-31,-15,-36,-40,-35,13
MX,Mexico,Chiapas,,,MX-CHP,,12/08/2020,-30,-12,-35,-39,-34,13
MX,Mexico,Chiapas,,,MX-CHP,,13/08/2020,-29,-12,-35,-38,-33,13
MX,Mexico,Chiapas,,,MX-CHP,,14/08/2020,-29,-8,-33,-40,-29,12
MX,Mexico,Chiapas,,,MX-CHP,,15/08/2020,-28,-7,-28,-37,-7,8
MX,Mexico,Chiapas,,,MX-CHP,,16/08/2020,-32,-13,-37,-41,-4,8
MX,Mexico,Chiapas,,,MX-CHP,,17/08/2020,-25,-7,-28,-35,-32,11
MX,Mexico,Chiapas,,,MX-CHP,,18/08/2020,-25,-9,-30,-34,-31,11
MX,Mexico,Chiapas,,,MX-CHP,,19/08/2020,-26,-10,-30,-35,-32,12
MX,Mexico,Chiapas,,,MX-CHP,,20/08/2020,-27,-14,-33,-35,-32,13
MX,Mexico,Chiapas,,,MX-CHP,,21/08/2020,-31,-13,-32,-39,-29,13
MX,Mexico,Chiapas,,,MX-CHP,,22/08/2020,-33,-16,-33,-38,-9,10
MX,Mexico,Chiapas,,,MX-CHP,,23/08/2020,-34,-17,-37,-41,-4,9
MX,Mexico,Chiapas,,,MX-CHP,,24/08/2020,-28,-13,-27,-34,-32,12
MX,Mexico,Chiapas,,,MX-CHP,,25/08/2020,-26,-13,-28,-35,-33,12
MX,Mexico,Chiapas,,,MX-CHP,,26/08/2020,-25,-12,-28,-33,-31,13
MX,Mexico,Chiapas,,,MX-CHP,,27/08/2020,-23,-13,-28,-34,-32,13
MX,Mexico,Chiapas,,,MX-CHP,,28/08/2020,-20,-8,-22,-35,-27,11
MX,Mexico,Chiapas,,,MX-CHP,,29/08/2020,-20,-7,-20,-31,-7,8
MX,Mexico,Chiapas,,,MX-CHP,,30/08/2020,-23,-11,-27,-38,-3,7
MX,Mexico,Chiapas,,,MX-CHP,,31/08/2020,-14,-4,-14,-29,-30,10
MX,Mexico,Chiapas,,,MX-CHP,,01/09/2020,-12,-2,-13,-27,-31,10
MX,Mexico,Chiapas,,,MX-CHP,,02/09/2020,-14,-5,-16,-31,-31,11
MX,Mexico,Chiapas,,,MX-CHP,,03/09/2020,-16,-9,-20,-32,-32,13
MX,Mexico,Chiapas,,,MX-CHP,,04/09/2020,-20,-9,-22,-36,-28,12
MX,Mexico,Chiapas,,,MX-CHP,,05/09/2020,-18,-8,-18,-34,-9,9
MX,Mexico,Chiapas,,,MX-CHP,,06/09/2020,-21,-11,-24,-38,-5,8
MX,Mexico,Chiapas,,,MX-CHP,,07/09/2020,-17,-9,-16,-32,-32,11
MX,Mexico,Chiapas,,,MX-CHP,,08/09/2020,-13,-9,-14,-30,-32,11
MX,Mexico,Chiapas,,,MX-CHP,,09/09/2020,-12,-10,-11,-32,-32,11
MX,Mexico,Chiapas,,,MX-CHP,,10/09/2020,-10,-8,-9,-29,-32,12
MX,Mexico,Chiapas,,,MX-CHP,,11/09/2020,-12,-6,-9,-33,-28,11
MX,Mexico,Chihuahua,,,MX-CHH,,15/02/2020,6,4,10,2,3,-1
MX,Mexico,Chihuahua,,,MX-CHH,,16/02/2020,8,3,12,5,2,-1
MX,Mexico,Chihuahua,,,MX-CHH,,17/02/2020,6,2,8,8,12,-2
MX,Mexico,Chihuahua,,,MX-CHH,,18/02/2020,2,0,8,5,11,-2
MX,Mexico,Chihuahua,,,MX-CHH,,19/02/2020,-1,-1,3,6,12,-2
MX,Mexico,Chihuahua,,,MX-CHH,,20/02/2020,-1,-1,2,8,9,-2
MX,Mexico,Chihuahua,,,MX-CHH,,21/02/2020,-3,-1,-1,2,10,-1
MX,Mexico,Chihuahua,,,MX-CHH,,22/02/2020,2,1,10,3,5,-1
MX,Mexico,Chihuahua,,,MX-CHH,,23/02/2020,2,-2,-5,-1,2,1
MX,Mexico,Chihuahua,,,MX-CHH,,24/02/2020,0,-2,7,5,12,-2
MX,Mexico,Chihuahua,,,MX-CHH,,25/02/2020,-2,-2,4,3,11,-2
MX,Mexico,Chihuahua,,,MX-CHH,,26/02/2020,-4,-1,-1,4,12,-2
MX,Mexico,Chihuahua,,,MX-CHH,,27/02/2020,1,2,6,7,10,-2
MX,Mexico,Chihuahua,,,MX-CHH,,28/02/2020,4,8,10,7,12,-3
MX,Mexico,Chihuahua,,,MX-CHH,,29/02/2020,6,8,8,5,6,-1
MX,Mexico,Chihuahua,,,MX-CHH,,01/03/2020,7,5,5,3,4,0
MX,Mexico,Chihuahua,,,MX-CHH,,02/03/2020,3,3,5,5,13,-2
MX,Mexico,Chihuahua,,,MX-CHH,,03/03/2020,-4,-3,-8,5,9,-1
MX,Mexico,Chihuahua,,,MX-CHH,,04/03/2020,0,2,-3,7,11,-1
MX,Mexico,Chihuahua,,,MX-CHH,,05/03/2020,4,3,12,10,11,-3
MX,Mexico,Chihuahua,,,MX-CHH,,06/03/2020,1,3,8,7,12,-2
MX,Mexico,Chihuahua,,,MX-CHH,,07/03/2020,1,2,8,5,6,-2
MX,Mexico,Chihuahua,,,MX-CHH,,08/03/2020,2,-2,-2,-1,1,0
MX,Mexico,Chihuahua,,,MX-CHH,,09/03/2020,-6,-6,1,0,-12,5
MX,Mexico,Chihuahua,,,MX-CHH,,10/03/2020,4,3,14,10,11,-3
MX,Mexico,Chihuahua,,,MX-CHH,,11/03/2020,2,3,10,7,13,-3
MX,Mexico,Chihuahua,,,MX-CHH,,12/03/2020,3,6,10,12,10,-3
MX,Mexico,Chihuahua,,,MX-CHH,,13/03/2020,4,11,3,14,5,-2
MX,Mexico,Chihuahua,,,MX-CHH,,14/03/2020,3,11,11,8,4,-3
MX,Mexico,Chihuahua,,,MX-CHH,,15/03/2020,2,5,12,-4,2,-2
MX,Mexico,Chihuahua,,,MX-CHH,,16/03/2020,-3,7,10,-1,-56,12
MX,Mexico,Chihuahua,,,MX-CHH,,17/03/2020,-3,10,-3,0,6,-1
MX,Mexico,Chihuahua,,,MX-CHH,,18/03/2020,-14,4,-19,-11,1,3
MX,Mexico,Chihuahua,,,MX-CHH,,19/03/2020,-14,5,-9,-14,-4,4
MX,Mexico,Chihuahua,,,MX-CHH,,20/03/2020,-18,6,-12,-20,-7,6
MX,Mexico,Chihuahua,,,MX-CHH,,21/03/2020,-28,-3,-25,-25,-6,7
MX,Mexico,Chihuahua,,,MX-CHH,,22/03/2020,-34,-11,-29,-35,-9,7
MX,Mexico,Chihuahua,,,MX-CHH,,23/03/2020,-26,-11,-26,-35,-23,10
MX,Mexico,Chihuahua,,,MX-CHH,,24/03/2020,-31,-6,-27,-35,-27,11
MX,Mexico,Chihuahua,,,MX-CHH,,25/03/2020,-39,-12,-36,-43,-30,13
MX,Mexico,Chihuahua,,,MX-CHH,,26/03/2020,-42,-13,-35,-47,-34,15
MX,Mexico,Chihuahua,,,MX-CHH,,27/03/2020,-46,-15,-42,-50,-33,17
MX,Mexico,Chihuahua,,,MX-CHH,,28/03/2020,-48,-14,-43,-48,-22,13
MX,Mexico,Chihuahua,,,MX-CHH,,29/03/2020,-54,-24,-50,-55,-25,13
MX,Mexico,Chihuahua,,,MX-CHH,,30/03/2020,-39,-18,-36,-49,-37,15
MX,Mexico,Chihuahua,,,MX-CHH,,31/03/2020,-38,-14,-33,-47,-39,16
MX,Mexico,Chihuahua,,,MX-CHH,,01/04/2020,-41,-12,-37,-49,-40,16
MX,Mexico,Chihuahua,,,MX-CHH,,02/04/2020,-48,-9,-36,-52,-43,18
MX,Mexico,Chihuahua,,,MX-CHH,,03/04/2020,-56,-6,-36,-52,-42,20
MX,Mexico,Chihuahua,,,MX-CHH,,04/04/2020,-59,-13,-44,-52,-29,15
MX,Mexico,Chihuahua,,,MX-CHH,,05/04/2020,-64,-22,-50,-59,-30,13
MX,Mexico,Chihuahua,,,MX-CHH,,06/04/2020,-54,-16,-39,-57,-48,19
MX,Mexico,Chihuahua,,,MX-CHH,,07/04/2020,-52,-15,-38,-55,-50,20
MX,Mexico,Chihuahua,,,MX-CHH,,08/04/2020,-51,-7,-39,-55,-51,19
MX,Mexico,Chihuahua,,,MX-CHH,,09/04/2020,-58,-11,-41,-58,-63,24
MX,Mexico,Chihuahua,,,MX-CHH,,10/04/2020,-73,-22,-52,-69,-75,31
MX,Mexico,Chihuahua,,,MX-CHH,,11/04/2020,-68,-28,-56,-66,-50,20
MX,Mexico,Chihuahua,,,MX-CHH,,12/04/2020,-70,-35,-62,-67,-35,15
MX,Mexico,Chihuahua,,,MX-CHH,,13/04/2020,-53,-22,-42,-60,-49,20
MX,Mexico,Chihuahua,,,MX-CHH,,14/04/2020,-52,-18,-39,-58,-50,21
MX,Mexico,Chihuahua,,,MX-CHH,,15/04/2020,-50,-12,-40,-59,-49,21
MX,Mexico,Chihuahua,,,MX-CHH,,16/04/2020,-51,-12,-37,-59,-50,21
MX,Mexico,Chihuahua,,,MX-CHH,,17/04/2020,-54,-12,-38,-61,-49,24
MX,Mexico,Chihuahua,,,MX-CHH,,18/04/2020,-60,-23,-49,-61,-31,16
MX,Mexico,Chihuahua,,,MX-CHH,,19/04/2020,-64,-30,-55,-65,-28,14
MX,Mexico,Chihuahua,,,MX-CHH,,20/04/2020,-54,-23,-41,-60,-47,20
MX,Mexico,Chihuahua,,,MX-CHH,,21/04/2020,-57,-25,-45,-61,-50,22
MX,Mexico,Chihuahua,,,MX-CHH,,22/04/2020,-58,-24,-48,-62,-50,22
MX,Mexico,Chihuahua,,,MX-CHH,,23/04/2020,-59,-24,-45,-62,-51,23
MX,Mexico,Chihuahua,,,MX-CHH,,24/04/2020,-60,-21,-45,-63,-49,25
MX,Mexico,Chihuahua,,,MX-CHH,,25/04/2020,-62,-25,-52,-62,-32,17
MX,Mexico,Chihuahua,,,MX-CHH,,26/04/2020,-66,-32,-60,-67,-30,15
MX,Mexico,Chihuahua,,,MX-CHH,,27/04/2020,-56,-26,-44,-63,-49,22
MX,Mexico,Chihuahua,,,MX-CHH,,28/04/2020,-55,-23,-42,-61,-51,16
MX,Mexico,Chihuahua,,,MX-CHH,,29/04/2020,-54,-17,-44,-59,-50,22
MX,Mexico,Chihuahua,,,MX-CHH,,30/04/2020,-44,-3,-34,-55,-49,19
MX,Mexico,Chihuahua,,,MX-CHH,,01/05/2020,-60,-16,-44,-64,-66,28
MX,Mexico,Chihuahua,,,MX-CHH,,02/05/2020,-60,-21,-48,-61,-35,17
MX,Mexico,Chihuahua,,,MX-CHH,,03/05/2020,-64,-30,-56,-66,-27,14
MX,Mexico,Chihuahua,,,MX-CHH,,04/05/2020,-51,-20,-40,-59,-47,20
MX,Mexico,Chihuahua,,,MX-CHH,,05/05/2020,-52,-19,-40,-58,-50,21
MX,Mexico,Chihuahua,,,MX-CHH,,06/05/2020,-53,-17,-42,-58,-48,21
MX,Mexico,Chihuahua,,,MX-CHH,,07/05/2020,-53,-15,-39,-57,-49,22
MX,Mexico,Chihuahua,,,MX-CHH,,08/05/2020,-54,-12,-40,-57,-47,24
MX,Mexico,Chihuahua,,,MX-CHH,,09/05/2020,-57,-15,-45,-54,-28,16
MX,Mexico,Chihuahua,,,MX-CHH,,10/05/2020,-60,-20,-53,-63,-14,11
MX,Mexico,Chihuahua,,,MX-CHH,,11/05/2020,-54,-21,-43,-59,-48,21
MX,Mexico,Chihuahua,,,MX-CHH,,12/05/2020,-53,-19,-39,-58,-47,21
MX,Mexico,Chihuahua,,,MX-CHH,,13/05/2020,-54,-16,-40,-58,-47,21
MX,Mexico,Chihuahua,,,MX-CHH,,14/05/2020,-53,-15,-36,-59,-47,22
MX,Mexico,Chihuahua,,,MX-CHH,,15/05/2020,-52,-9,-36,-55,-44,22
MX,Mexico,Chihuahua,,,MX-CHH,,16/05/2020,-56,-15,-43,-55,-25,16
MX,Mexico,Chihuahua,,,MX-CHH,,17/05/2020,-61,-24,-51,-61,-19,13
MX,Mexico,Chihuahua,,,MX-CHH,,18/05/2020,-50,-17,-36,-54,-42,19
MX,Mexico,Chihuahua,,,MX-CHH,,19/05/2020,-51,-16,-35,-54,-43,20
MX,Mexico,Chihuahua,,,MX-CHH,,20/05/2020,-51,-13,-38,-56,-43,20
MX,Mexico,Chihuahua,,,MX-CHH,,21/05/2020,-52,-13,-35,-54,-44,21
MX,Mexico,Chihuahua,,,MX-CHH,,22/05/2020,-54,-11,-35,-53,-40,21
MX,Mexico,Chihuahua,,,MX-CHH,,23/05/2020,-56,-14,-41,-53,-20,14
MX,Mexico,Chihuahua,,,MX-CHH,,24/05/2020,-61,-22,-48,-59,-15,12
MX,Mexico,Chihuahua,,,MX-CHH,,25/05/2020,-49,-14,-35,-54,-40,18
MX,Mexico,Chihuahua,,,MX-CHH,,26/05/2020,-51,-15,-36,-55,-40,18
MX,Mexico,Chihuahua,,,MX-CHH,,27/05/2020,-53,-15,-37,-55,-39,18
MX,Mexico,Chihuahua,,,MX-CHH,,28/05/2020,-50,-12,-35,-54,-40,19
MX,Mexico,Chihuahua,,,MX-CHH,,29/05/2020,-50,-5,-32,-50,-36,19
MX,Mexico,Chihuahua,,,MX-CHH,,30/05/2020,-53,-8,-37,-48,-13,12
MX,Mexico,Chihuahua,,,MX-CHH,,31/05/2020,-57,-17,-42,-55,-6,10
MX,Mexico,Chihuahua,,,MX-CHH,,01/06/2020,-46,-10,-32,-47,-33,15
MX,Mexico,Chihuahua,,,MX-CHH,,02/06/2020,-47,-11,-32,-50,-34,16
MX,Mexico,Chihuahua,,,MX-CHH,,03/06/2020,-48,-10,-32,-50,-33,16
MX,Mexico,Chihuahua,,,MX-CHH,,04/06/2020,-49,-10,-30,-49,-34,16
MX,Mexico,Chihuahua,,,MX-CHH,,05/06/2020,-50,-6,-31,-50,-31,17
MX,Mexico,Chihuahua,,,MX-CHH,,06/06/2020,-51,-9,-36,-48,-10,11
MX,Mexico,Chihuahua,,,MX-CHH,,07/06/2020,-55,-16,-41,-54,-4,10
MX,Mexico,Chihuahua,,,MX-CHH,,08/06/2020,-46,-13,-32,-48,-30,15
MX,Mexico,Chihuahua,,,MX-CHH,,09/06/2020,-46,-12,-32,-48,-31,15
MX,Mexico,Chihuahua,,,MX-CHH,,10/06/2020,-46,-10,-29,-48,-30,15
MX,Mexico,Chihuahua,,,MX-CHH,,11/06/2020,-47,-10,-27,-47,-32,15
MX,Mexico,Chihuahua,,,MX-CHH,,12/06/2020,-47,-4,-27,-46,-29,16
MX,Mexico,Chihuahua,,,MX-CHH,,13/06/2020,-49,-5,-30,-44,-5,10
MX,Mexico,Chihuahua,,,MX-CHH,,14/06/2020,-53,-13,-33,-49,3,8
MX,Mexico,Chihuahua,,,MX-CHH,,15/06/2020,-41,-6,-23,-43,-28,13
MX,Mexico,Chihuahua,,,MX-CHH,,16/06/2020,-40,-6,-21,-44,-29,14
MX,Mexico,Chihuahua,,,MX-CHH,,17/06/2020,-41,-6,-22,-45,-28,14
MX,Mexico,Chihuahua,,,MX-CHH,,18/06/2020,-42,-6,-19,-44,-30,14
MX,Mexico,Chihuahua,,,MX-CHH,,19/06/2020,-42,0,-18,-41,-27,13
MX,Mexico,Chihuahua,,,MX-CHH,,20/06/2020,-44,1,-25,-40,-3,8
MX,Mexico,Chihuahua,,,MX-CHH,,21/06/2020,-52,-6,-34,-47,14,4
MX,Mexico,Chihuahua,,,MX-CHH,,22/06/2020,-41,-11,-21,-42,-30,13
MX,Mexico,Chihuahua,,,MX-CHH,,23/06/2020,-40,-9,-18,-44,-30,13
MX,Mexico,Chihuahua,,,MX-CHH,,24/06/2020,-41,-8,-20,-44,-28,13
MX,Mexico,Chihuahua,,,MX-CHH,,25/06/2020,-40,-7,-15,-41,-29,13
MX,Mexico,Chihuahua,,,MX-CHH,,26/06/2020,-42,-3,-18,-42,-26,14
MX,Mexico,Chihuahua,,,MX-CHH,,27/06/2020,-44,-6,-24,-41,-4,8
MX,Mexico,Chihuahua,,,MX-CHH,,28/06/2020,-46,-12,-25,-46,5,7
MX,Mexico,Chihuahua,,,MX-CHH,,29/06/2020,-37,-7,-17,-42,-27,12
MX,Mexico,Chihuahua,,,MX-CHH,,30/06/2020,-33,-2,-17,-43,-27,12
MX,Mexico,Chihuahua,,,MX-CHH,,01/07/2020,-34,-1,-19,-40,-27,11
MX,Mexico,Chihuahua,,,MX-CHH,,02/07/2020,-35,-2,-13,-38,-29,12
MX,Mexico,Chihuahua,,,MX-CHH,,03/07/2020,-36,2,-16,-37,-27,13
MX,Mexico,Chihuahua,,,MX-CHH,,04/07/2020,-40,-2,-24,-39,-4,7
MX,Mexico,Chihuahua,,,MX-CHH,,05/07/2020,-43,-10,-24,-41,3,6
MX,Mexico,Chihuahua,,,MX-CHH,,06/07/2020,-35,-6,-18,-39,-27,11
MX,Mexico,Chihuahua,,,MX-CHH,,07/07/2020,-35,-6,-14,-39,-29,11
MX,Mexico,Chihuahua,,,MX-CHH,,08/07/2020,-37,-6,-18,-40,-27,11
MX,Mexico,Chihuahua,,,MX-CHH,,09/07/2020,-37,-5,-13,-40,-28,11
MX,Mexico,Chihuahua,,,MX-CHH,,10/07/2020,-38,-1,-16,-37,-26,12
MX,Mexico,Chihuahua,,,MX-CHH,,11/07/2020,-41,-3,-22,-37,-4,6
MX,Mexico,Chihuahua,,,MX-CHH,,12/07/2020,-43,-10,-25,-41,3,6
MX,Mexico,Chihuahua,,,MX-CHH,,13/07/2020,-36,-7,-18,-40,-27,11
MX,Mexico,Chihuahua,,,MX-CHH,,14/07/2020,-33,-5,-14,-39,-29,11
MX,Mexico,Chihuahua,,,MX-CHH,,15/07/2020,-30,1,-15,-39,-26,10
MX,Mexico,Chihuahua,,,MX-CHH,,16/07/2020,-31,0,-11,-41,-28,11
MX,Mexico,Chihuahua,,,MX-CHH,,17/07/2020,-34,2,-13,-34,-25,11
MX,Mexico,Chihuahua,,,MX-CHH,,18/07/2020,-37,-2,-20,-36,-3,6
MX,Mexico,Chihuahua,,,MX-CHH,,19/07/2020,-41,-9,-22,-39,2,6
MX,Mexico,Chihuahua,,,MX-CHH,,20/07/2020,-33,-6,-17,-36,-27,10
MX,Mexico,Chihuahua,,,MX-CHH,,21/07/2020,-33,-5,-14,-40,-29,11
MX,Mexico,Chihuahua,,,MX-CHH,,22/07/2020,-34,-5,-16,-39,-26,11
MX,Mexico,Chihuahua,,,MX-CHH,,23/07/2020,-35,-5,-15,-41,-27,11
MX,Mexico,Chihuahua,,,MX-CHH,,24/07/2020,-37,-3,-21,-38,-25,12
MX,Mexico,Chihuahua,,,MX-CHH,,25/07/2020,-39,-3,-19,-36,-4,6
MX,Mexico,Chihuahua,,,MX-CHH,,26/07/2020,-42,-10,-21,-41,3,6
MX,Mexico,Chihuahua,,,MX-CHH,,27/07/2020,-34,-7,-16,-39,-27,10
MX,Mexico,Chihuahua,,,MX-CHH,,28/07/2020,-34,-6,-14,-40,-28,11
MX,Mexico,Chihuahua,,,MX-CHH,,29/07/2020,-31,-6,-17,-41,-28,11
MX,Mexico,Chihuahua,,,MX-CHH,,30/07/2020,-28,-3,-14,-39,-29,11
MX,Mexico,Chihuahua,,,MX-CHH,,31/07/2020,-27,3,-13,-35,-26,11
MX,Mexico,Chihuahua,,,MX-CHH,,01/08/2020,-32,0,-19,-31,-4,5
MX,Mexico,Chihuahua,,,MX-CHH,,02/08/2020,-34,-7,-20,-35,1,5
MX,Mexico,Chihuahua,,,MX-CHH,,03/08/2020,-25,-4,-14,-36,-27,10
MX,Mexico,Chihuahua,,,MX-CHH,,04/08/2020,-24,-4,-12,-39,-28,10
MX,Mexico,Chihuahua,,,MX-CHH,,05/08/2020,-25,-3,-16,-40,-26,10
MX,Mexico,Chihuahua,,,MX-CHH,,06/08/2020,-26,-3,-11,-40,-27,10
MX,Mexico,Chihuahua,,,MX-CHH,,07/08/2020,-28,-1,-14,-37,-25,11
MX,Mexico,Chihuahua,,,MX-CHH,,08/08/2020,-31,-2,-18,-33,-4,5
MX,Mexico,Chihuahua,,,MX-CHH,,09/08/2020,-33,-8,-20,-37,1,5
MX,Mexico,Chihuahua,,,MX-CHH,,10/08/2020,-25,-6,-16,-36,-26,9
MX,Mexico,Chihuahua,,,MX-CHH,,11/08/2020,-25,-6,-12,-39,-28,10
MX,Mexico,Chihuahua,,,MX-CHH,,12/08/2020,-27,-4,-15,-38,-26,10
MX,Mexico,Chihuahua,,,MX-CHH,,13/08/2020,-26,-3,-13,-38,-27,10
MX,Mexico,Chihuahua,,,MX-CHH,,14/08/2020,-26,3,-13,-35,-25,10
MX,Mexico,Chihuahua,,,MX-CHH,,15/08/2020,-29,2,-19,-31,-4,5
MX,Mexico,Chihuahua,,,MX-CHH,,16/08/2020,-31,-6,-20,-36,1,5
MX,Mexico,Chihuahua,,,MX-CHH,,17/08/2020,-23,-3,-14,-35,-26,9
MX,Mexico,Chihuahua,,,MX-CHH,,18/08/2020,-22,-3,-10,-39,-25,10
MX,Mexico,Chihuahua,,,MX-CHH,,19/08/2020,-23,-3,-11,-38,-25,10
